narrator_id,n_interviews,n_segments,authority_stance,belonging_stance,composure_score_mean,composure_score_max,how_multimodal_score_mean,how_multimodal_score_max,n_discomposed_text,share_discomposed_text,share_composed_text,how_text_any_discomposed,n_discomposed,share_discomposed,share_composed,how_any_discomposed,region_label,region_6,outcome_3class
601,1,25,0.5448,0.4192,0.3348,0.7,0.6056,0.8259,2,0.08,0.92,1,20,0.8,0.2,1,rupture,politicizing_rupture,Distrust
602,1,21,0.5214,0.4643,0.3571,0.55,0.4897,0.55,2,0.0952,0.9048,1,10,0.4762,0.5238,1,rupture,default_rupture,Rupture
603,1,20,0.53,0.422,0.3625,0.7,0.3978,0.7,2,0.1,0.9,1,3,0.15,0.85,1,rupture,adaptive_rupture,Rupture
604,1,21,0.4976,0.4167,0.3452,0.45,0.5007,0.6447,0,0.0,1.0,0,12,0.5714,0.4286,1,rupture,injury,Injury
605,1,18,0.5167,0.4361,0.4472,0.7,0.5397,0.7,6,0.3333,0.6667,1,14,0.7778,0.2222,1,rupture,default_rupture,Rupture
606,1,20,0.515,0.4225,0.2525,0.35,0.5697,0.7697,0,0.0,1.0,0,16,0.8,0.2,1,rupture,adaptive_rupture,Rupture
607,1,25,0.5108,0.4408,0.3312,0.45,0.7053,0.8272,0,0.0,1.0,0,25,1.0,0.0,1,rupture,default_rupture,Rupture
608,1,25,0.496,0.392,0.286,0.55,0.5306,0.6394,1,0.04,0.96,1,19,0.76,0.24,1,rupture,injury,Injury
609,1,25,0.508,0.454,0.226,0.4,0.3819,0.6447,0,0.0,1.0,0,3,0.12,0.88,1,rupture,default_rupture,Rupture
610,1,23,0.5,0.3565,0.1978,0.3,0.4248,0.4841,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
611,1,20,0.5675,0.4375,0.3425,0.7,0.4524,0.7,3,0.15,0.85,1,4,0.2,0.8,1,rupture,distrust,Distrust
612,1,25,0.496,0.394,0.332,0.8,0.4524,0.8,4,0.16,0.84,1,9,0.36,0.64,1,rupture,injury,Injury
615,1,25,0.5,0.376,0.238,0.35,0.3336,0.4577,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
616,1,25,0.494,0.416,0.302,0.7,0.5147,0.7,3,0.12,0.88,1,13,0.52,0.48,1,rupture,injury,Injury
617,1,25,0.506,0.466,0.314,0.55,0.3516,0.55,1,0.04,0.96,1,1,0.04,0.96,1,rupture,default_rupture,Rupture
618,1,22,0.5023,0.4295,0.3182,0.65,0.4719,0.65,1,0.0455,0.9545,1,7,0.3182,0.6818,1,rupture,adaptive_rupture,Rupture
619,1,25,0.572,0.466,0.216,0.35,0.3594,0.7192,0,0.0,1.0,0,3,0.12,0.88,1,rupture,distrust,Distrust
620,1,25,0.4892,0.4008,0.3112,0.55,0.4534,0.6539,2,0.08,0.92,1,5,0.2,0.8,1,rupture,injury,Injury
621,1,22,0.5182,0.4409,0.2205,0.35,0.4085,0.4841,0,0.0,1.0,0,0,0.0,1.0,0,rupture,default_rupture,Rupture
622,1,25,0.5,0.476,0.27,0.55,0.3226,0.55,1,0.04,0.96,1,1,0.04,0.96,1,rupture,default_rupture,Rupture
623,1,25,0.5092,0.5088,0.4592,0.7,0.4898,0.7,7,0.28,0.72,1,11,0.44,0.56,1,rupture,default_rupture,Rupture
624,2,38,0.6532,0.5084,0.3245,0.65,0.4629,0.65,2,0.0526,0.9474,1,10,0.2632,0.7368,1,rupture,distrust,Distrust
625,1,22,0.4409,0.3341,0.2295,0.35,0.5914,0.7548,0,0.0,1.0,0,19,0.8636,0.1364,1,rupture,injury,Injury
626,1,25,0.526,0.49,0.306,0.45,0.74,0.9273,0,0.0,1.0,0,25,1.0,0.0,1,rupture,default_rupture,Rupture
627,1,25,0.492,0.45,0.356,0.55,0.4109,0.6148,4,0.16,0.84,1,5,0.2,0.8,1,rupture,injury_disrupted,Injury
628,1,15,0.5,0.4667,0.39,0.7,0.3982,0.7,3,0.2,0.8,1,3,0.2,0.8,1,rupture,default_rupture,Rupture
629,1,25,0.5068,0.4352,0.2928,0.55,0.3789,0.6388,1,0.04,0.96,1,3,0.12,0.88,1,rupture,default_rupture,Rupture
631,1,18,0.5039,0.4261,0.2956,0.55,0.3256,0.55,1,0.0556,0.9444,1,1,0.0556,0.9444,1,rupture,adaptive_rupture,Rupture
632,1,16,0.4938,0.2687,0.2094,0.45,0.2666,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
633,1,25,0.5168,0.3732,0.2968,0.55,0.4021,0.55,2,0.08,0.92,1,3,0.12,0.88,1,rupture,adaptive_rupture,Rupture
634,1,25,0.4968,0.4248,0.3112,0.55,0.4094,0.7755,1,0.04,0.96,1,5,0.2,0.8,1,rupture,injury,Injury
636,1,22,0.5782,0.4377,0.2577,0.45,0.5298,0.5907,0,0.0,1.0,0,17,0.7727,0.2273,1,rupture,distrust,Distrust
638,1,25,0.492,0.438,0.226,0.35,0.3801,0.4899,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury_disrupted,Injury
639,1,25,0.5476,0.454,0.388,0.7,0.5935,0.7,6,0.24,0.76,1,24,0.96,0.04,1,rupture,distrust,Distrust
640,1,25,0.506,0.454,0.32,0.65,0.4067,0.65,2,0.08,0.92,1,3,0.12,0.88,1,rupture,default_rupture,Rupture
641,1,25,0.504,0.458,0.292,0.45,0.5896,0.6996,0,0.0,1.0,0,24,0.96,0.04,1,rupture,default_rupture,Rupture
642,2,34,0.5279,0.3956,0.1926,0.35,0.3519,0.7424,0,0.0,1.0,0,2,0.0588,0.9412,1,rupture,adaptive_rupture,Rupture
643,1,25,0.546,0.5044,0.2604,0.5,0.355,0.5195,1,0.04,0.96,1,2,0.08,0.92,1,rupture,distrust,Distrust
645,1,11,0.5136,0.3818,0.2818,0.45,0.4649,0.7205,0,0.0,1.0,0,5,0.4545,0.5455,1,rupture,adaptive_rupture,Rupture
650,1,22,0.525,0.4136,0.3114,0.6,0.3317,0.6,1,0.0455,0.9545,1,1,0.0455,0.9545,1,rupture,adaptive_rupture,Rupture
651,2,23,0.5043,0.3609,0.1826,0.45,0.6492,0.924,0,0.0,1.0,0,18,0.7826,0.2174,1,rupture,adaptive_rupture,Rupture
652,1,25,0.5276,0.4464,0.2776,0.55,0.7001,0.8133,2,0.08,0.92,1,25,1.0,0.0,1,rupture,default_rupture,Rupture
653,1,25,0.496,0.454,0.208,0.4,0.6366,0.9149,0,0.0,1.0,0,23,0.92,0.08,1,rupture,injury_disrupted,Injury
654,1,25,0.514,0.406,0.304,0.55,0.5215,0.7001,1,0.04,0.96,1,16,0.64,0.36,1,rupture,adaptive_rupture,Rupture
657,1,25,0.522,0.456,0.364,0.55,0.4902,0.5918,2,0.08,0.92,1,12,0.48,0.52,1,rupture,default_rupture,Rupture
658,1,25,0.514,0.472,0.43,0.9,0.5043,0.9,8,0.32,0.68,1,12,0.48,0.52,1,rupture,default_rupture,Rupture
659,1,24,0.4958,0.4604,0.3208,0.45,0.3737,0.5384,0,0.0,1.0,0,1,0.0417,0.9583,1,rupture,injury_disrupted,Injury
660,1,25,0.53,0.446,0.26,0.45,0.6704,0.7981,0,0.0,1.0,0,24,0.96,0.04,1,rupture,default_rupture,Rupture
661,1,23,0.5043,0.4196,0.2848,0.45,0.4269,0.7197,0,0.0,1.0,0,4,0.1739,0.8261,1,rupture,adaptive_rupture,Rupture
662,1,16,0.5031,0.4562,0.3625,0.6,0.4696,0.6,3,0.1875,0.8125,1,3,0.1875,0.8125,1,rupture,default_rupture,Rupture
663,1,21,0.5,0.4714,0.4905,0.8,0.6572,0.9163,10,0.4762,0.5238,1,17,0.8095,0.1905,1,rupture,default_rupture,Rupture
664,1,14,0.5536,0.4679,0.5714,0.7,0.5714,0.7,8,0.5714,0.4286,1,8,0.5714,0.4286,1,rupture,distrust,Distrust
665,1,24,0.5417,0.3646,0.2812,0.45,0.6603,0.7873,0,0.0,1.0,0,23,0.9583,0.0417,1,rupture,politicizing_rupture,Distrust
666,1,18,0.5178,0.4433,0.2128,0.45,0.4311,0.4855,0,0.0,1.0,0,0,0.0,1.0,0,rupture,default_rupture,Rupture
669,1,15,0.4913,0.3887,0.2813,0.45,0.6799,0.7897,0,0.0,1.0,0,15,1.0,0.0,1,rupture,injury,Injury
671,1,13,0.4923,0.3769,0.4308,0.6,0.6173,0.7059,3,0.2308,0.7692,1,13,1.0,0.0,1,rupture,injury,Injury
672,1,25,0.51,0.312,0.278,0.7,0.4207,0.7,2,0.08,0.92,1,3,0.12,0.88,1,rupture,adaptive_rupture,Rupture
673,1,12,0.5767,0.3942,0.1933,0.32,0.4136,0.5351,0,0.0,1.0,0,1,0.0833,0.9167,1,rupture,politicizing_rupture,Distrust
674,1,16,0.4844,0.4719,0.2781,0.65,0.449,0.65,2,0.125,0.875,1,3,0.1875,0.8125,1,rupture,injury_disrupted,Injury
675,1,11,0.5,0.4136,0.3091,0.65,0.6581,0.7234,1,0.0909,0.9091,1,11,1.0,0.0,1,rupture,adaptive_rupture,Rupture
678,1,24,0.5271,0.425,0.3396,0.7,0.5374,0.7067,2,0.0833,0.9167,1,17,0.7083,0.2917,1,rupture,adaptive_rupture,Rupture
679,1,19,0.5395,0.1974,0.35,0.35,0.574,0.7385,0,0.0,1.0,0,14,0.7368,0.2632,1,rupture,adaptive_rupture,Rupture
681,1,11,0.4818,0.45,0.2682,0.45,0.3113,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury_disrupted,Injury
683,1,19,0.5605,0.4763,0.3053,0.55,0.3373,0.55,1,0.0526,0.9474,1,1,0.0526,0.9474,1,rupture,distrust,Distrust
684,1,15,0.5067,0.42,0.34,0.4,0.4149,0.6366,0,0.0,1.0,0,3,0.2,0.8,1,rupture,adaptive_rupture,Rupture
685,1,16,0.4969,0.3875,0.2156,0.35,0.529,0.8524,0,0.0,1.0,0,10,0.625,0.375,1,rupture,injury,Injury
690,1,22,0.5023,0.4114,0.3568,0.7,0.3961,0.7,3,0.1364,0.8636,1,3,0.1364,0.8636,1,rupture,adaptive_rupture,Rupture
691,1,16,0.445,0.2737,0.1981,0.45,0.4079,0.4905,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
692,1,18,0.4889,0.3194,0.1694,0.3,0.2463,0.37,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
694,3,66,0.5586,0.352,0.2344,0.4,0.596,0.8884,0,0.0,1.0,0,60,0.9091,0.0909,1,rupture,politicizing_rupture,Distrust
695,1,15,0.5333,0.3167,0.2,0.2,0.2667,0.3063,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
696,1,25,0.498,0.404,0.152,0.3,0.3343,0.3861,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
697,1,14,0.5357,0.3393,0.275,0.45,0.536,0.7062,0,0.0,1.0,0,12,0.8571,0.1429,1,rupture,adaptive_rupture,Rupture
699,1,24,0.4917,0.325,0.3,0.65,0.7531,0.9001,1,0.0417,0.9583,1,24,1.0,0.0,1,rupture,injury,Injury
700,1,21,0.4786,0.3143,0.25,0.45,0.6215,0.7353,0,0.0,1.0,0,20,0.9524,0.0476,1,rupture,injury,Injury
701,1,17,0.3,0.15,0.45,0.45,0.5501,0.7364,0,0.0,1.0,0,12,0.7059,0.2941,1,injury,injury,Injury
702,1,21,0.4857,0.35,0.2667,0.55,0.5015,0.6846,1,0.0476,0.9524,1,10,0.4762,0.5238,1,rupture,injury,Injury
703,1,25,0.51,0.29,0.404,0.7,0.8216,0.944,4,0.16,0.84,1,25,1.0,0.0,1,rupture,adaptive_rupture,Rupture
705,1,22,0.4909,0.3545,0.3159,0.55,0.4422,0.6098,2,0.0909,0.9091,1,3,0.1364,0.8636,1,rupture,injury,Injury
707,1,12,0.4875,0.4042,0.3542,0.55,0.4741,0.7189,1,0.0833,0.9167,1,4,0.3333,0.6667,1,rupture,injury,Injury
708,1,23,0.4835,0.31,0.3965,0.55,0.5151,0.7511,5,0.2174,0.7826,1,11,0.4783,0.5217,1,rupture,injury,Injury
709,1,10,0.475,0.325,0.48,0.7,0.5507,0.7,4,0.4,0.6,1,6,0.6,0.4,1,rupture,injury,Injury
725,1,13,0.4923,0.3808,0.3154,0.45,0.4525,0.6882,0,0.0,1.0,0,1,0.0769,0.9231,1,rupture,injury,Injury
726,1,11,0.5,0.4727,0.4091,0.7,0.6433,0.8042,2,0.1818,0.8182,1,10,0.9091,0.0909,1,rupture,default_rupture,Rupture
727,1,13,0.4846,0.4385,0.3885,0.65,0.4719,0.65,2,0.1538,0.8462,1,4,0.3077,0.6923,1,rupture,injury_disrupted,Injury
728,1,14,0.4893,0.4357,0.2893,0.45,0.6045,0.6551,0,0.0,1.0,0,14,1.0,0.0,1,rupture,injury_disrupted,Injury
729,1,15,0.4967,0.4067,0.3933,0.75,0.5679,0.75,3,0.2,0.8,1,12,0.8,0.2,1,rupture,injury,Injury
731,1,18,0.5083,0.4333,0.2972,0.45,0.3127,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,default_rupture,Rupture
732,1,20,0.5075,0.445,0.3325,0.7,0.3728,0.7,2,0.1,0.9,1,2,0.1,0.9,1,rupture,default_rupture,Rupture
736,2,29,0.5266,0.3562,0.2834,0.55,0.6335,0.9718,2,0.069,0.931,1,22,0.7586,0.2414,1,rupture,adaptive_rupture,Rupture
738,1,19,0.5289,0.3632,0.3658,0.55,0.4056,0.55,3,0.1579,0.8421,1,4,0.2105,0.7895,1,rupture,adaptive_rupture,Rupture
739,2,28,0.4804,0.4125,0.3696,0.55,0.4488,0.7204,2,0.0714,0.9286,1,7,0.25,0.75,1,rupture,injury,Injury
740,1,19,0.5,0.4263,0.2632,0.45,0.6046,0.7433,0,0.0,1.0,0,16,0.8421,0.1579,1,rupture,adaptive_rupture,Rupture
742,1,22,0.4909,0.3773,0.3455,0.6,0.4183,0.6,2,0.0909,0.9091,1,5,0.2273,0.7727,1,rupture,injury,Injury
744,1,17,0.4882,0.3735,0.35,0.45,0.3737,0.4967,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
745,1,25,0.5144,0.4416,0.2924,0.55,0.4764,0.6864,1,0.04,0.96,1,7,0.28,0.72,1,rupture,default_rupture,Rupture
746,1,22,0.5136,0.4318,0.2932,0.7,0.4672,0.7,2,0.0909,0.9091,1,7,0.3182,0.6818,1,rupture,default_rupture,Rupture
747,1,25,0.514,0.462,0.302,0.45,0.4538,0.6984,0,0.0,1.0,0,6,0.24,0.76,1,rupture,default_rupture,Rupture
748,1,25,0.5,0.468,0.426,0.8,0.5052,0.9489,6,0.24,0.76,1,10,0.4,0.6,1,rupture,default_rupture,Rupture
750,1,25,0.516,0.428,0.326,0.45,0.3793,0.5374,0,0.0,1.0,0,1,0.04,0.96,1,rupture,adaptive_rupture,Rupture
751,1,25,0.4892,0.4452,0.3468,0.6,0.4101,0.6,1,0.04,0.96,1,1,0.04,0.96,1,rupture,injury_disrupted,Injury
752,1,25,0.5328,0.4392,0.4588,0.75,0.8531,0.9703,8,0.32,0.68,1,25,1.0,0.0,1,rupture,default_rupture,Rupture
753,1,14,0.5071,0.3714,0.2286,0.35,0.5019,0.714,0,0.0,1.0,0,6,0.4286,0.5714,1,rupture,adaptive_rupture,Rupture
754,1,13,0.4577,0.4115,0.2885,0.65,0.4952,0.7044,2,0.1538,0.8462,1,7,0.5385,0.4615,1,rupture,injury,Injury
755,1,18,0.4889,0.3639,0.3667,0.8,0.4165,0.8,2,0.1111,0.8889,1,2,0.1111,0.8889,1,rupture,injury,Injury
757,1,17,0.5059,0.3647,0.2971,0.45,0.4464,0.522,0,0.0,1.0,0,1,0.0588,0.9412,1,rupture,adaptive_rupture,Rupture
758,1,12,0.4917,0.4125,0.2958,0.4,0.3375,0.4493,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
759,1,16,0.4938,0.3344,0.1781,0.35,0.5355,0.6249,0,0.0,1.0,0,11,0.6875,0.3125,1,rupture,injury,Injury
760,1,21,0.4705,0.4248,0.3824,0.65,0.3968,0.65,5,0.2381,0.7619,1,6,0.2857,0.7143,1,rupture,injury,Injury
761,1,16,0.5544,0.4144,0.22,0.35,0.3126,0.5755,0,0.0,1.0,0,1,0.0625,0.9375,1,rupture,politicizing_rupture,Distrust
762,1,23,0.5087,0.4304,0.3422,0.8,0.3675,0.8,2,0.087,0.913,1,2,0.087,0.913,1,rupture,default_rupture,Rupture
763,1,20,0.4875,0.375,0.2475,0.45,0.528,0.5875,0,0.0,1.0,0,17,0.85,0.15,1,rupture,injury,Injury
764,1,20,0.505,0.385,0.416,0.72,0.4722,0.72,4,0.2,0.8,1,7,0.35,0.65,1,rupture,adaptive_rupture,Rupture
765,1,15,0.4767,0.3733,0.3367,0.55,0.6932,0.8297,1,0.0667,0.9333,1,15,1.0,0.0,1,rupture,injury,Injury
766,1,16,0.4625,0.3938,0.3656,0.7,0.5705,0.7831,4,0.25,0.75,1,12,0.75,0.25,1,rupture,injury,Injury
767,1,18,0.5028,0.3778,0.2528,0.45,0.4207,0.6463,0,0.0,1.0,0,4,0.2222,0.7778,1,rupture,adaptive_rupture,Rupture
768,1,17,0.5306,0.4047,0.3953,0.55,0.4075,0.55,3,0.1765,0.8235,1,3,0.1765,0.8235,1,rupture,adaptive_rupture,Rupture
769,1,25,0.4948,0.4012,0.2308,0.4,0.273,0.4,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
770,1,17,0.4618,0.4029,0.2618,0.6,0.5463,0.6833,2,0.1176,0.8824,1,11,0.6471,0.3529,1,rupture,injury,Injury
771,1,14,0.4821,0.3321,0.2,0.3,0.8434,0.9898,0,0.0,1.0,0,14,1.0,0.0,1,rupture,injury,Injury
775,1,24,0.5208,0.4437,0.5013,0.78,0.663,0.8714,13,0.5417,0.4583,1,22,0.9167,0.0833,1,rupture,default_rupture,Rupture
778,1,23,0.5174,0.437,0.337,0.7,0.5453,0.7,2,0.087,0.913,1,17,0.7391,0.2609,1,rupture,default_rupture,Rupture
779,1,17,0.4647,0.2676,0.2471,0.35,0.7313,0.9419,0,0.0,1.0,0,17,1.0,0.0,1,rupture,injury,Injury
780,1,22,0.5045,0.4159,0.3636,0.55,0.3827,0.55,2,0.0909,0.9091,1,2,0.0909,0.9091,1,rupture,adaptive_rupture,Rupture
781,1,16,0.5,0.4375,0.3562,0.7,0.378,0.7,3,0.1875,0.8125,1,3,0.1875,0.8125,1,rupture,default_rupture,Rupture
782,1,23,0.5439,0.4509,0.397,0.65,0.6683,0.8555,5,0.2174,0.7826,1,21,0.913,0.087,1,rupture,distrust,Distrust
783,1,11,0.5564,0.28,0.2664,0.55,0.5368,0.6995,1,0.0909,0.9091,1,6,0.5455,0.4545,1,rupture,politicizing_rupture,Distrust
784,1,17,0.5,0.4029,0.3853,0.6,0.3903,0.6,2,0.1176,0.8824,1,2,0.1176,0.8824,1,rupture,adaptive_rupture,Rupture
785,1,21,0.5048,0.4167,0.2143,0.35,0.4591,0.6469,0,0.0,1.0,0,6,0.2857,0.7143,1,rupture,adaptive_rupture,Rupture
786,1,18,0.4733,0.3539,0.2683,0.38,0.621,0.837,0,0.0,1.0,0,14,0.7778,0.2222,1,rupture,injury,Injury
787,1,13,0.5323,0.4215,0.3092,0.45,0.3787,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
788,1,16,0.4656,0.4187,0.3375,0.45,0.5338,0.6323,0,0.0,1.0,0,12,0.75,0.25,1,rupture,injury,Injury
789,1,13,0.5038,0.4846,0.2962,0.7,0.4708,0.7136,1,0.0769,0.9231,1,4,0.3077,0.6923,1,rupture,default_rupture,Rupture
790,1,23,0.4913,0.3826,0.3543,0.65,0.386,0.662,3,0.1304,0.8696,1,4,0.1739,0.8261,1,rupture,injury,Injury
791,1,10,0.493,0.422,0.218,0.35,0.3044,0.35,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
792,1,22,0.4977,0.4205,0.3114,0.65,0.4533,0.65,2,0.0909,0.9091,1,8,0.3636,0.6364,1,rupture,injury,Injury
793,1,11,0.4727,0.4227,0.2227,0.35,0.2371,0.35,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
794,2,30,0.5073,0.4557,0.341,0.7,0.4088,0.7,2,0.0667,0.9333,1,2,0.0667,0.9333,1,rupture,default_rupture,Rupture
796,2,37,0.5176,0.4554,0.3957,0.72,0.5765,0.7352,7,0.1892,0.8108,1,34,0.9189,0.0811,1,rupture,default_rupture,Rupture
798,1,7,0.5186,0.4243,0.3329,0.55,0.8633,0.9419,1,0.1429,0.8571,1,7,1.0,0.0,1,rupture,adaptive_rupture,Rupture
800,1,4,0.4875,0.4375,0.2875,0.35,0.4927,0.5444,0,0.0,1.0,0,3,0.75,0.25,1,rupture,injury_disrupted,Injury
801,1,6,0.4867,0.3967,0.2467,0.35,0.2532,0.35,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
802,1,8,0.5563,0.4125,0.2625,0.7,0.4993,0.7,1,0.125,0.875,1,3,0.375,0.625,1,rupture,politicizing_rupture,Distrust
803,1,9,0.5556,0.3556,0.2,0.25,0.3791,0.427,0,0.0,1.0,0,0,0.0,1.0,0,rupture,politicizing_rupture,Distrust
804,1,4,0.425,0.3875,0.2125,0.3,0.607,0.7059,0,0.0,1.0,0,3,0.75,0.25,1,rupture,injury,Injury
805,1,5,0.44,0.36,0.38,0.65,0.436,0.65,1,0.2,0.8,1,2,0.4,0.6,1,rupture,injury,Injury
806,1,25,0.4976,0.424,0.252,0.45,0.4919,0.8172,0,0.0,1.0,0,12,0.48,0.52,1,rupture,injury,Injury
809,1,24,0.5279,0.3987,0.2325,0.38,0.6329,0.7475,0,0.0,1.0,0,22,0.9167,0.0833,1,rupture,adaptive_rupture,Rupture
810,1,24,0.4833,0.4167,0.3104,0.6,0.5512,0.8183,1,0.0417,0.9583,1,18,0.75,0.25,1,rupture,injury,Injury
811,1,25,0.506,0.46,0.394,0.55,0.6701,0.8327,2,0.08,0.92,1,23,0.92,0.08,1,rupture,default_rupture,Rupture
812,1,25,0.496,0.394,0.362,0.7,0.3742,0.7,2,0.08,0.92,1,2,0.08,0.92,1,rupture,injury,Injury
813,1,25,0.516,0.402,0.324,0.65,0.6844,0.9966,1,0.04,0.96,1,24,0.96,0.04,1,rupture,adaptive_rupture,Rupture
814,1,25,0.51,0.436,0.304,0.55,0.4098,0.5804,1,0.04,0.96,1,3,0.12,0.88,1,rupture,default_rupture,Rupture
815,1,25,0.51,0.466,0.284,0.45,0.398,0.6892,0,0.0,1.0,0,3,0.12,0.88,1,rupture,default_rupture,Rupture
816,1,24,0.4592,0.3987,0.3208,0.62,0.3626,0.62,2,0.0833,0.9167,1,2,0.0833,0.9167,1,rupture,injury,Injury
817,1,25,0.5016,0.32,0.3024,0.55,0.6189,0.8752,1,0.04,0.96,1,22,0.88,0.12,1,rupture,adaptive_rupture,Rupture
818,1,25,0.5968,0.4312,0.5592,0.8,0.5866,0.8,15,0.6,0.4,1,17,0.68,0.32,1,rupture,distrust,Distrust
819,1,23,0.4913,0.3913,0.2783,0.45,0.5005,0.6686,0,0.0,1.0,0,10,0.4348,0.5652,1,rupture,injury,Injury
820,1,18,0.4972,0.3917,0.3983,0.82,0.5842,0.82,3,0.1667,0.8333,1,13,0.7222,0.2778,1,rupture,injury,Injury
821,1,19,0.4937,0.3905,0.3063,0.45,0.7155,0.8229,0,0.0,1.0,0,19,1.0,0.0,1,rupture,injury,Injury
822,1,18,0.5261,0.4017,0.5183,0.8,0.5314,0.8,7,0.3889,0.6111,1,7,0.3889,0.6111,1,rupture,adaptive_rupture,Rupture
824,1,13,0.5923,0.4423,0.2538,0.65,0.5473,0.65,1,0.0769,0.9231,1,9,0.6923,0.3077,1,rupture,distrust,Distrust
826,1,24,0.3946,0.1533,0.4388,0.45,0.4748,0.61,0,0.0,1.0,0,6,0.25,0.75,1,rupture,injury,Injury
829,1,21,0.5167,0.3952,0.2524,0.35,0.5747,0.7756,0,0.0,1.0,0,14,0.6667,0.3333,1,rupture,adaptive_rupture,Rupture
831,1,10,0.2,0.1,0.335,0.35,0.7123,0.8545,0,0.0,1.0,0,9,0.9,0.1,1,injury,injury,Injury
837,1,13,0.4462,0.2,0.2923,0.3,0.5277,0.7437,0,0.0,1.0,0,7,0.5385,0.4615,1,rupture,injury,Injury
842,1,21,0.5214,0.4452,0.2524,0.45,0.3567,0.5999,0,0.0,1.0,0,2,0.0952,0.9048,1,rupture,default_rupture,Rupture
843,1,16,0.5169,0.4144,0.3106,0.55,0.3661,0.55,1,0.0625,0.9375,1,1,0.0625,0.9375,1,rupture,adaptive_rupture,Rupture
847,1,25,0.6688,0.5852,0.3112,0.55,0.7518,0.9402,2,0.08,0.92,1,25,1.0,0.0,1,rupture,distrust,Distrust
849,1,17,0.55,0.5147,0.6329,0.85,0.6353,0.85,14,0.8235,0.1765,1,14,0.8235,0.1765,1,rupture,distrust,Distrust
850,1,14,0.5271,0.3986,0.3621,0.7,0.5574,0.7,3,0.2143,0.7857,1,12,0.8571,0.1429,1,rupture,adaptive_rupture,Rupture
851,1,25,0.2,0.104,0.386,0.45,0.4341,0.6636,0,0.0,1.0,0,3,0.12,0.88,1,injury,injury,Injury
854,1,22,0.5114,0.525,0.5955,0.85,0.6587,0.85,15,0.6818,0.3182,1,20,0.9091,0.0909,1,rupture,default_rupture,Rupture
856,1,19,0.5132,0.4474,0.3211,0.55,0.709,0.8672,2,0.1053,0.8947,1,19,1.0,0.0,1,rupture,default_rupture,Rupture
857,1,25,0.524,0.456,0.344,0.6,0.7704,0.8692,3,0.12,0.88,1,25,1.0,0.0,1,rupture,default_rupture,Rupture
859,1,25,0.5548,0.4508,0.3216,0.62,0.7394,0.9425,2,0.08,0.92,1,22,0.88,0.12,1,rupture,distrust,Distrust
860,1,25,0.5228,0.4348,0.3552,0.7,0.3755,0.7,1,0.04,0.96,1,1,0.04,0.96,1,rupture,default_rupture,Rupture
862,1,24,0.2729,0.1729,0.2833,0.35,0.4667,0.8219,0,0.0,1.0,0,7,0.2917,0.7083,1,injury,injury,Injury
863,1,11,0.6609,0.1982,0.3391,0.35,0.3391,0.35,0,0.0,1.0,0,0,0.0,1.0,0,rupture,politicizing_rupture,Distrust
864,1,22,0.5136,0.4523,0.3523,0.7,0.4404,0.7,3,0.1364,0.8636,1,6,0.2727,0.7273,1,rupture,default_rupture,Rupture
887,1,16,0.5219,0.2,0.2969,0.3,0.3164,0.3581,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
894,2,39,0.4038,0.1526,0.2013,0.25,0.3315,0.5413,0,0.0,1.0,0,3,0.0769,0.9231,1,rupture,injury,Injury
897,1,17,0.5088,0.4676,0.1853,0.35,0.2124,0.35,0,0.0,1.0,0,0,0.0,1.0,0,rupture,default_rupture,Rupture
898,1,20,0.5175,0.39,0.2675,0.35,0.4988,0.553,0,0.0,1.0,0,11,0.55,0.45,1,rupture,adaptive_rupture,Rupture
899,1,18,0.3417,0.3139,0.3028,0.35,0.6593,0.9008,0,0.0,1.0,0,18,1.0,0.0,1,rupture,injury,Injury
900,1,18,0.5111,0.4083,0.1944,0.35,0.5261,0.8832,0,0.0,1.0,0,11,0.6111,0.3889,1,rupture,adaptive_rupture,Rupture
901,1,16,0.4969,0.4,0.2031,0.35,0.3596,0.5158,0,0.0,1.0,0,1,0.0625,0.9375,1,rupture,injury,Injury
902,1,17,0.4853,0.3176,0.3647,0.55,0.5399,0.6238,2,0.1176,0.8824,1,13,0.7647,0.2353,1,rupture,injury,Injury
