interview_id,narrator_id,n_segments,authority_stance_mean,authority_stance_std,belonging_stance_mean,belonging_stance_std,authority_stance_min,authority_stance_max,belonging_stance_min,belonging_stance_max,composure_score_mean,composure_score_max,how_multimodal_score_mean,how_multimodal_score_max,n_discomposed_text,share_discomposed_text,share_composed_text,how_text_any_discomposed,n_discomposed,share_discomposed,share_composed,how_any_discomposed,region_label,region_6,outcome_3class
ddr-densho-1000-42,48,25,0.5,0.0842,0.358,0.1196,0.3,0.7,0.2,0.55,0.294,0.55,0.5345,0.6517,1,0.04,0.96,1,17,0.68,0.32,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-420,778,23,0.5174,0.0324,0.437,0.0907,0.5,0.6,0.2,0.5,0.337,0.7,0.5453,0.7,2,0.087,0.913,1,17,0.7391,0.2609,1,rupture,default_rupture,Rupture
ddr-densho-1000-421,784,17,0.5,0.0306,0.4029,0.1205,0.45,0.55,0.15,0.5,0.3853,0.6,0.3903,0.6,2,0.1176,0.8824,1,2,0.1176,0.8824,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-422,785,21,0.5048,0.0986,0.4167,0.1197,0.2,0.7,0.1,0.5,0.2143,0.35,0.4591,0.6469,0,0.0,1.0,0,6,0.2857,0.7143,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-423,794,19,0.5079,0.0187,0.4947,0.0158,0.5,0.55,0.45,0.5,0.3342,0.7,0.4028,0.7,1,0.0526,0.9474,1,1,0.0526,0.9474,1,rupture,default_rupture,Rupture
ddr-densho-1000-424,794,11,0.5064,0.1247,0.3882,0.1189,0.2,0.72,0.15,0.5,0.3527,0.55,0.4192,0.55,1,0.0909,0.9091,1,1,0.0909,0.9091,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-426,796,17,0.5,0.0,0.4471,0.1192,0.5,0.5,0.1,0.5,0.3353,0.45,0.5472,0.6041,0,0.0,1.0,0,16,0.9412,0.0588,1,rupture,default_rupture,Rupture
ddr-densho-1000-427,796,20,0.5325,0.0613,0.4625,0.0944,0.5,0.7,0.15,0.65,0.447,0.72,0.6015,0.7352,7,0.35,0.65,1,18,0.9,0.1,1,rupture,default_rupture,Rupture
ddr-densho-1000-428,824,13,0.5923,0.1294,0.4423,0.1137,0.5,0.8,0.18,0.55,0.2538,0.65,0.5473,0.65,1,0.0769,0.9231,1,9,0.6923,0.3077,1,rupture,distrust,Distrust
ddr-densho-1000-429,829,21,0.5167,0.0713,0.3952,0.1387,0.35,0.7,0.15,0.65,0.2524,0.35,0.5747,0.7756,0,0.0,1.0,0,14,0.6667,0.3333,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-430,842,21,0.5214,0.0373,0.4452,0.0893,0.45,0.6,0.25,0.6,0.2524,0.45,0.3567,0.5999,0,0.0,1.0,0,2,0.0952,0.9048,1,rupture,default_rupture,Rupture
ddr-densho-1000-431,843,16,0.5169,0.0464,0.4144,0.1248,0.45,0.62,0.15,0.6,0.3106,0.55,0.3661,0.55,1,0.0625,0.9375,1,1,0.0625,0.9375,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-432,847,25,0.6688,0.1897,0.5852,0.2368,0.3,0.95,0.1,0.95,0.3112,0.55,0.7518,0.9402,2,0.08,0.92,1,25,1.0,0.0,1,rupture,distrust,Distrust
ddr-densho-1000-434,862,24,0.2729,0.0551,0.1729,0.0254,0.2,0.35,0.15,0.2,0.2833,0.35,0.4667,0.8219,0,0.0,1.0,0,7,0.2917,0.7083,1,injury,injury,Injury
ddr-densho-1000-435,863,11,0.6609,0.0413,0.1982,0.006,0.6,0.7,0.18,0.2,0.3391,0.35,0.3391,0.35,0,0.0,1.0,0,0,0.0,1.0,0,rupture,politicizing_rupture,Distrust
ddr-densho-1000-436,864,22,0.5136,0.0658,0.4523,0.0919,0.4,0.7,0.3,0.65,0.3523,0.7,0.4404,0.7,3,0.1364,0.8636,1,6,0.2727,0.7273,1,rupture,default_rupture,Rupture
ddr-densho-1000-437,651,8,0.475,0.0378,0.25,0.169,0.4,0.5,0.1,0.5,0.1375,0.2,0.5756,0.8742,0,0.0,1.0,0,5,0.625,0.375,1,rupture,injury,Injury
ddr-densho-1000-44,50,25,0.504,0.2479,0.256,0.1667,0.15,0.95,0.0,0.5,0.198,0.45,0.4331,0.5785,0,0.0,1.0,0,2,0.08,0.92,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-442,887,16,0.5219,0.0315,0.2,0.0,0.45,0.55,0.2,0.2,0.2969,0.3,0.3164,0.3581,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
ddr-densho-1000-445,894,20,0.4375,0.0358,0.1975,0.0112,0.4,0.55,0.15,0.2,0.2,0.2,0.3326,0.5413,0,0.0,1.0,0,2,0.1,0.9,1,rupture,injury,Injury
ddr-densho-1000-446,894,19,0.3684,0.0299,0.1053,0.0158,0.35,0.45,0.1,0.15,0.2026,0.25,0.3303,0.5378,0,0.0,1.0,0,1,0.0526,0.9474,1,injury,injury,Injury
ddr-densho-1000-449,897,17,0.5088,0.0264,0.4676,0.0529,0.45,0.55,0.35,0.5,0.1853,0.35,0.2124,0.35,0,0.0,1.0,0,0,0.0,1.0,0,rupture,default_rupture,Rupture
ddr-densho-1000-450,898,20,0.5175,0.0494,0.39,0.1518,0.45,0.7,0.2,0.6,0.2675,0.35,0.4988,0.553,0,0.0,1.0,0,11,0.55,0.45,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-451,899,18,0.3417,0.0192,0.3139,0.0287,0.3,0.35,0.3,0.4,0.3028,0.35,0.6593,0.9008,0,0.0,1.0,0,18,1.0,0.0,1,rupture,injury,Injury
ddr-densho-1000-452,900,18,0.5111,0.1079,0.4083,0.1088,0.2,0.8,0.2,0.55,0.1944,0.35,0.5261,0.8832,0,0.0,1.0,0,11,0.6111,0.3889,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-453,901,16,0.4969,0.0939,0.4,0.1033,0.35,0.8,0.2,0.5,0.2031,0.35,0.3596,0.5158,0,0.0,1.0,0,1,0.0625,0.9375,1,rupture,injury,Injury
ddr-densho-1000-454,902,17,0.4853,0.058,0.3176,0.103,0.35,0.6,0.1,0.5,0.3647,0.55,0.5399,0.6238,2,0.1176,0.8824,1,13,0.7647,0.2353,1,rupture,injury,Injury
ddr-densho-1000-455,903,16,0.5375,0.0806,0.45,0.1095,0.45,0.8,0.2,0.55,0.475,0.8,0.543,0.8,7,0.4375,0.5625,1,9,0.5625,0.4375,1,rupture,default_rupture,Rupture
ddr-densho-1000-456,904,15,0.45,0.0,0.35,0.0,0.45,0.45,0.35,0.35,0.2,0.2,0.5429,0.6385,0,0.0,1.0,0,13,0.8667,0.1333,1,rupture,injury,Injury
ddr-densho-1000-458,906,25,0.496,0.0477,0.426,0.1032,0.3,0.55,0.2,0.5,0.222,0.45,0.3323,0.4727,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
ddr-densho-1000-459,907,16,0.5125,0.0532,0.4594,0.0841,0.45,0.7,0.3,0.65,0.35,0.7,0.4766,0.7,2,0.125,0.875,1,5,0.3125,0.6875,1,rupture,default_rupture,Rupture
ddr-densho-1000-460,908,20,0.525,0.038,0.345,0.1256,0.45,0.6,0.15,0.65,0.325,0.6,0.3304,0.6,1,0.05,0.95,1,1,0.05,0.95,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-462,510,13,0.5231,0.0439,0.4077,0.1205,0.5,0.65,0.2,0.55,0.2923,0.55,0.3348,0.55,1,0.0769,0.9231,1,1,0.0769,0.9231,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-463,910,14,0.4286,0.1383,0.2643,0.12,0.2,0.6,0.1,0.5,0.3857,0.65,0.4191,0.65,2,0.1429,0.8571,1,3,0.2143,0.7857,1,rupture,injury,Injury
ddr-densho-1000-464,911,18,0.5056,0.0162,0.3889,0.1231,0.5,0.55,0.15,0.5,0.2722,0.7,0.6661,0.923,1,0.0556,0.9444,1,17,0.9444,0.0556,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-465,912,19,0.5395,0.0951,0.4026,0.0874,0.4,0.85,0.15,0.5,0.3474,0.65,0.3879,0.65,3,0.1579,0.8421,1,3,0.1579,0.8421,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-467,914,13,0.5054,0.1881,0.3715,0.152,0.2,0.82,0.15,0.55,0.2446,0.35,0.2961,0.3557,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
ddr-densho-1000-468,915,24,0.5021,0.0102,0.4896,0.0254,0.5,0.55,0.4,0.5,0.25,0.4,0.504,0.6824,0,0.0,1.0,0,11,0.4583,0.5417,1,rupture,default_rupture,Rupture
ddr-densho-1000-469,324,19,0.5184,0.1455,0.3053,0.1936,0.15,0.8,0.1,0.7,0.2158,0.35,0.3931,0.4905,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
ddr-densho-1000-47,56,25,0.526,0.0738,0.478,0.0843,0.45,0.8,0.2,0.7,0.514,0.7,0.6287,0.7251,13,0.52,0.48,1,24,0.96,0.04,1,rupture,default_rupture,Rupture
ddr-densho-1000-470,916,14,0.4893,0.1059,0.375,0.1383,0.2,0.7,0.1,0.55,0.2571,0.35,0.2574,0.35,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
ddr-densho-1000-471,917,12,0.5042,0.0582,0.4458,0.0891,0.35,0.6,0.2,0.5,0.525,0.8,0.6012,0.8,6,0.5,0.5,1,10,0.8333,0.1667,1,rupture,default_rupture,Rupture
ddr-densho-1000-473,919,19,0.5142,0.0992,0.3411,0.1442,0.35,0.72,0.1,0.5,0.1911,0.3,0.3859,0.479,0,0.0,1.0,0,0,0.0,1.0,0,rupture,adaptive_rupture,Rupture
ddr-densho-1000-474,920,17,0.5924,0.2102,0.3753,0.1396,0.12,0.95,0.08,0.55,0.2018,0.35,0.5323,0.6671,0,0.0,1.0,0,11,0.6471,0.3529,1,rupture,politicizing_rupture,Distrust
ddr-densho-1000-476,922,18,0.5083,0.1204,0.3917,0.1228,0.3,0.8,0.1,0.55,0.2861,0.45,0.4416,0.8719,0,0.0,1.0,0,4,0.2222,0.7778,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-477,923,17,0.5276,0.0632,0.4306,0.1357,0.4,0.65,0.2,0.7,0.2135,0.35,0.3982,0.4773,0,0.0,1.0,0,0,0.0,1.0,0,rupture,default_rupture,Rupture
ddr-densho-1000-48,55,25,0.5028,0.0651,0.4272,0.1252,0.35,0.62,0.15,0.55,0.3028,0.45,0.4854,0.5678,0,0.0,1.0,0,8,0.32,0.68,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-480,927,20,0.5225,0.0638,0.5075,0.0654,0.45,0.7,0.35,0.6,0.375,0.65,0.5528,0.7479,3,0.15,0.85,1,11,0.55,0.45,1,rupture,default_rupture,Rupture
ddr-densho-1000-481,928,15,0.53,0.1032,0.4567,0.151,0.5,0.9,0.2,0.7,0.3033,0.45,0.6101,0.7785,0,0.0,1.0,0,12,0.8,0.2,1,rupture,default_rupture,Rupture
ddr-densho-1000-482,929,14,0.5729,0.1209,0.4093,0.1062,0.45,0.8,0.2,0.55,0.23,0.45,0.5637,0.6542,0,0.0,1.0,0,12,0.8571,0.1429,1,rupture,politicizing_rupture,Distrust
ddr-densho-1000-483,930,20,0.585,0.2177,0.4375,0.1629,0.2,0.95,0.1,0.7,0.255,0.45,0.298,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,distrust,Distrust
ddr-densho-1000-485,973,20,0.5025,0.0112,0.47,0.0637,0.5,0.55,0.3,0.5,0.325,0.55,0.5863,0.6593,2,0.1,0.9,1,20,1.0,0.0,1,rupture,default_rupture,Rupture
ddr-densho-1000-486,978,24,0.4225,0.1063,0.2879,0.0254,0.35,0.62,0.25,0.35,0.2771,0.35,0.7096,0.8164,0,0.0,1.0,0,24,1.0,0.0,1,rupture,injury,Injury
ddr-densho-1000-487,294,22,0.5136,0.0492,0.3409,0.0197,0.45,0.55,0.3,0.35,0.2341,0.3,0.3365,0.6392,0,0.0,1.0,0,1,0.0455,0.9545,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-49,57,25,0.5408,0.1052,0.4832,0.0789,0.5,0.9,0.2,0.6,0.4012,0.7,0.4052,0.7,5,0.2,0.8,1,5,0.2,0.8,1,rupture,distrust,Distrust
ddr-densho-1000-491,694,21,0.55,0.0,0.3048,0.015,0.55,0.55,0.3,0.35,0.2024,0.25,0.6357,0.8884,0,0.0,1.0,0,20,0.9524,0.0476,1,rupture,politicizing_rupture,Distrust
ddr-densho-1000-493,982,16,0.55,0.0,0.3438,0.0171,0.55,0.55,0.3,0.35,0.2937,0.3,0.3853,0.6359,0,0.0,1.0,0,2,0.125,0.875,1,rupture,politicizing_rupture,Distrust
ddr-densho-1000-494,983,22,0.5023,0.0107,0.2341,0.0284,0.5,0.55,0.2,0.3,0.3909,0.45,0.5816,0.79,0,0.0,1.0,0,18,0.8182,0.1818,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-495,985,19,0.7,0.0,0.4711,0.0419,0.7,0.7,0.45,0.55,0.3,0.3,0.4217,0.5607,0,0.0,1.0,0,5,0.2632,0.7368,1,rupture,distrust,Distrust
ddr-densho-1000-498,988,19,0.3658,0.0817,0.1553,0.0158,0.3,0.7,0.15,0.2,0.1211,0.15,0.3754,0.526,0,0.0,1.0,0,2,0.1053,0.8947,1,rupture,injury,Injury
ddr-densho-1000-499,989,20,0.515,0.0286,0.205,0.0154,0.45,0.55,0.2,0.25,0.35,0.35,0.6966,0.8838,0,0.0,1.0,0,19,0.95,0.05,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-50,58,19,0.5,0.0167,0.4395,0.1162,0.45,0.55,0.15,0.55,0.2132,0.35,0.3678,0.7581,0,0.0,1.0,0,1,0.0526,0.9474,1,rupture,default_rupture,Rupture
ddr-densho-1000-503,994,17,0.5206,0.047,0.2,0.0,0.45,0.55,0.2,0.2,0.3294,0.35,0.6471,0.8277,0,0.0,1.0,0,17,1.0,0.0,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-505,997,22,0.3909,0.0197,0.2,0.0,0.35,0.4,0.2,0.2,0.2955,0.3,0.3302,0.4449,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
ddr-densho-1000-506,998,25,0.52,0.025,0.162,0.0218,0.5,0.55,0.15,0.2,0.15,0.15,0.3964,0.5394,0,0.0,1.0,0,2,0.08,0.92,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-508,1002,25,0.45,0.0,0.206,0.0166,0.45,0.45,0.2,0.25,0.34,0.35,0.5801,0.9213,0,0.0,1.0,0,14,0.56,0.44,1,rupture,injury,Injury
ddr-densho-1000-509,1003,21,0.4929,0.0179,0.1452,0.015,0.45,0.5,0.1,0.15,0.35,0.35,0.3833,0.4967,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
ddr-densho-1000-51,58,22,0.5136,0.0516,0.4636,0.1115,0.4,0.7,0.2,0.65,0.2591,0.55,0.3383,0.55,1,0.0455,0.9545,1,1,0.0455,0.9545,1,rupture,default_rupture,Rupture
ddr-densho-1000-510,1004,25,0.55,0.0,0.284,0.0374,0.55,0.55,0.2,0.3,0.32,0.35,0.4973,0.814,0,0.0,1.0,0,11,0.44,0.56,1,rupture,politicizing_rupture,Distrust
ddr-densho-1000-511,1005,25,0.45,0.0,0.24,0.0479,0.45,0.45,0.2,0.3,0.29,0.35,0.3159,0.4819,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
ddr-densho-1000-512,989,19,0.45,0.0,0.2342,0.0443,0.45,0.45,0.2,0.3,0.5763,0.65,0.7999,0.9627,19,1.0,0.0,1,19,1.0,0.0,1,rupture,injury,Injury
ddr-densho-1000-513,988,15,0.41,0.1285,0.21,0.028,0.35,0.7,0.2,0.3,0.2,0.2,0.3685,0.4553,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
ddr-densho-1000-514,1006,23,0.5,0.0,0.3326,0.0243,0.5,0.5,0.3,0.35,0.2,0.2,0.4444,0.6061,0,0.0,1.0,0,5,0.2174,0.7826,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-515,1007,25,0.2,0.0,0.104,0.0138,0.2,0.2,0.1,0.15,0.35,0.35,0.4319,0.5363,0,0.0,1.0,0,3,0.12,0.88,1,injury,injury,Injury
ddr-densho-1000-516,1008,25,0.766,0.045,0.2,0.0,0.7,0.8,0.2,0.2,0.15,0.15,0.4438,0.5915,0,0.0,1.0,0,5,0.2,0.8,1,rupture,politicizing_rupture,Distrust
ddr-densho-1000-518,1010,12,0.5,0.0,0.2667,0.0326,0.5,0.5,0.2,0.3,0.4417,0.45,0.446,0.502,0,0.0,1.0,0,1,0.0833,0.9167,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-52,58,25,0.5456,0.1344,0.3604,0.1436,0.2,0.82,0.1,0.55,0.2196,0.45,0.2846,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,politicizing_rupture,Distrust
ddr-densho-1000-521,1013,16,0.8969,0.0125,0.8,0.0,0.85,0.9,0.8,0.8,0.3938,0.45,0.5886,0.7571,0,0.0,1.0,0,13,0.8125,0.1875,1,distrust,distrust,Distrust
ddr-densho-1000-529,1019,20,0.3,0.0,0.155,0.0154,0.3,0.3,0.15,0.2,0.15,0.15,0.2537,0.403,0,0.0,1.0,0,0,0.0,1.0,0,injury,injury,Injury
ddr-densho-1000-53,59,23,0.5565,0.1218,0.4043,0.0796,0.35,0.95,0.2,0.5,0.2043,0.45,0.5422,0.9007,0,0.0,1.0,0,15,0.6522,0.3478,1,rupture,politicizing_rupture,Distrust
ddr-densho-1000-538,1053,20,0.53,0.041,0.33,0.0251,0.45,0.55,0.3,0.35,0.455,0.55,0.5588,0.6973,2,0.1,0.9,1,12,0.6,0.4,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-54,59,25,0.514,0.1551,0.35,0.1233,0.2,0.8,0.1,0.5,0.226,0.45,0.4103,0.6503,0,0.0,1.0,0,5,0.2,0.8,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-543,1082,25,0.45,0.0,0.198,0.01,0.45,0.45,0.15,0.2,0.372,0.45,0.4643,0.7052,0,0.0,1.0,0,5,0.2,0.8,1,rupture,injury,Injury
ddr-densho-1000-546,1083,25,0.526,0.0255,0.448,0.01,0.5,0.55,0.4,0.45,0.2,0.2,0.3006,0.5366,0,0.0,1.0,0,1,0.04,0.96,1,rupture,default_rupture,Rupture
ddr-densho-1000-547,1084,25,0.302,0.01,0.332,0.043,0.3,0.35,0.2,0.35,0.458,0.55,0.4614,0.55,2,0.08,0.92,1,2,0.08,0.92,1,rupture,injury,Injury
ddr-densho-1000-55,59,21,0.569,0.1199,0.3714,0.1113,0.45,0.9,0.2,0.5,0.3095,0.45,0.6487,0.9042,0,0.0,1.0,0,19,0.9048,0.0952,1,rupture,politicizing_rupture,Distrust
ddr-densho-1000-56,59,19,0.5316,0.073,0.4053,0.1092,0.45,0.7,0.2,0.5,0.2974,0.45,0.6391,0.9917,0,0.0,1.0,0,16,0.8421,0.1579,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-57,59,25,0.544,0.1889,0.332,0.1282,0.15,0.9,0.1,0.5,0.224,0.4,0.4386,0.6211,0,0.0,1.0,0,7,0.28,0.72,1,rupture,politicizing_rupture,Distrust
ddr-densho-1000-58,59,18,0.4528,0.1906,0.2167,0.1213,0.2,0.9,0.1,0.5,0.2889,0.35,0.4895,0.6411,0,0.0,1.0,0,9,0.5,0.5,1,rupture,injury,Injury
ddr-densho-1000-59,60,25,0.512,0.0463,0.452,0.077,0.45,0.7,0.2,0.55,0.3768,0.72,0.5684,0.72,4,0.16,0.84,1,22,0.88,0.12,1,rupture,default_rupture,Rupture
ddr-densho-1000-6,8,11,0.4182,0.1189,0.2364,0.1142,0.2,0.6,0.15,0.5,0.2727,0.45,0.822,0.9406,0,0.0,1.0,0,11,1.0,0.0,1,rupture,injury,Injury
ddr-densho-1000-60,60,23,0.4826,0.0778,0.3326,0.1285,0.2,0.55,0.15,0.5,0.387,0.55,0.5069,0.6553,2,0.087,0.913,1,13,0.5652,0.4348,1,rupture,injury,Injury
ddr-densho-1000-61,60,4,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.2375,0.35,0.5108,0.7482,0,0.0,1.0,0,2,0.5,0.5,1,rupture,default_rupture,Rupture
ddr-densho-1000-62,60,10,0.5,0.0,0.495,0.0158,0.5,0.5,0.45,0.5,0.245,0.45,0.5699,0.9103,0,0.0,1.0,0,5,0.5,0.5,1,rupture,default_rupture,Rupture
ddr-densho-1000-63,61,25,0.49,0.0479,0.424,0.1001,0.35,0.55,0.15,0.5,0.568,0.8,0.6064,0.8123,18,0.72,0.28,1,21,0.84,0.16,1,rupture,injury,Injury
ddr-densho-1000-64,63,25,0.51,0.025,0.464,0.0995,0.5,0.6,0.2,0.6,0.374,0.7,0.4695,0.7,8,0.32,0.68,1,10,0.4,0.6,1,rupture,default_rupture,Rupture
ddr-densho-1000-65,64,18,0.4928,0.1017,0.3156,0.1021,0.2,0.7,0.15,0.5,0.1983,0.35,0.3101,0.4122,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
ddr-densho-1000-66,65,25,0.524,0.1072,0.462,0.0869,0.3,0.8,0.2,0.6,0.318,0.45,0.3475,0.4988,0,0.0,1.0,0,0,0.0,1.0,0,rupture,default_rupture,Rupture
ddr-densho-1000-67,66,8,0.6375,0.1727,0.3188,0.1387,0.45,0.9,0.15,0.55,0.2625,0.35,0.3909,0.5234,0,0.0,1.0,0,1,0.125,0.875,1,rupture,politicizing_rupture,Distrust
ddr-densho-1000-68,71,50,0.535,0.1016,0.433,0.1141,0.3,0.8,0.1,0.55,0.256,0.55,0.5167,0.8529,2,0.04,0.96,1,24,0.48,0.52,1,rupture,default_rupture,Rupture
ddr-densho-1000-7,9,25,0.516,0.045,0.498,0.1026,0.5,0.7,0.2,0.75,0.3948,0.9,0.7021,1.0,7,0.28,0.72,1,24,0.96,0.04,1,rupture,default_rupture,Rupture
ddr-densho-1000-70,67,16,0.4875,0.0671,0.4062,0.0946,0.3,0.6,0.2,0.5,0.2063,0.3,0.418,0.7193,0,0.0,1.0,0,4,0.25,0.75,1,rupture,injury,Injury
ddr-densho-1000-71,74,25,0.508,0.0425,0.444,0.1139,0.45,0.7,0.1,0.6,0.24,0.45,0.4305,0.7062,0,0.0,1.0,0,6,0.24,0.76,1,rupture,default_rupture,Rupture
ddr-densho-1000-72,75,25,0.4948,0.0389,0.4328,0.1137,0.4,0.62,0.15,0.55,0.5152,0.8,0.5706,0.9583,14,0.56,0.44,1,19,0.76,0.24,1,rupture,injury_disrupted,Injury
ddr-densho-1000-73,76,25,0.488,0.0754,0.434,0.1048,0.15,0.6,0.1,0.55,0.306,0.7,0.4124,0.7948,1,0.04,0.96,1,5,0.2,0.8,1,rupture,injury_disrupted,Injury
ddr-densho-1000-74,77,17,0.4824,0.09,0.4059,0.1059,0.25,0.55,0.15,0.5,0.25,0.35,0.4074,0.9876,0,0.0,1.0,0,1,0.0588,0.9412,1,rupture,injury,Injury
ddr-densho-1000-75,78,25,0.472,0.0891,0.338,0.1516,0.15,0.55,0.1,0.55,0.276,0.45,0.3968,0.4635,0,0.0,1.0,0,0,0.0,1.0,0,rupture,injury,Injury
ddr-densho-1000-76,79,25,0.5,0.0,0.472,0.0843,0.5,0.5,0.25,0.6,0.174,0.25,0.4615,0.6783,0,0.0,1.0,0,6,0.24,0.76,1,rupture,default_rupture,Rupture
ddr-densho-1000-77,79,25,0.5,0.025,0.418,0.1089,0.45,0.55,0.1,0.55,0.268,0.65,0.5319,0.7787,1,0.04,0.96,1,16,0.64,0.36,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-78,82,25,0.5988,0.1716,0.4272,0.1971,0.2,0.9,0.1,0.95,0.3092,0.85,0.5114,0.85,2,0.08,0.92,1,15,0.6,0.4,1,rupture,politicizing_rupture,Distrust
ddr-densho-1000-79,81,25,0.524,0.0765,0.476,0.1183,0.3,0.7,0.2,0.8,0.26,0.55,0.3533,0.55,1,0.04,0.96,1,2,0.08,0.92,1,rupture,default_rupture,Rupture
ddr-densho-1000-8,10,25,0.526,0.0631,0.41,0.089,0.4,0.7,0.2,0.5,0.3628,0.72,0.4679,0.72,2,0.08,0.92,1,6,0.24,0.76,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-80,83,18,0.4444,0.1199,0.3583,0.1498,0.2,0.55,0.1,0.5,0.275,0.35,0.3936,0.503,0,0.0,1.0,0,1,0.0556,0.9444,1,rupture,injury,Injury
ddr-densho-1000-81,84,25,0.5736,0.1042,0.44,0.0738,0.5,0.82,0.2,0.55,0.3556,0.62,0.3647,0.62,3,0.12,0.88,1,3,0.12,0.88,1,rupture,distrust,Distrust
ddr-densho-1000-84,87,25,0.5128,0.048,0.4432,0.0955,0.45,0.65,0.15,0.5,0.2652,0.45,0.3691,0.45,0,0.0,1.0,0,0,0.0,1.0,0,rupture,default_rupture,Rupture
ddr-densho-1000-85,90,20,0.4925,0.099,0.385,0.1368,0.3,0.8,0.1,0.55,0.17,0.35,0.4946,0.8303,0,0.0,1.0,0,8,0.4,0.6,1,rupture,injury,Injury
ddr-densho-1000-87,87,25,0.5148,0.0561,0.3732,0.1321,0.45,0.72,0.1,0.55,0.2992,0.8,0.3659,0.8,2,0.08,0.92,1,2,0.08,0.92,1,rupture,adaptive_rupture,Rupture
ddr-densho-1000-88,88,25,0.524,0.0523,0.478,0.0843,0.45,0.7,0.15,0.7,0.382,0.7,0.4699,0.7,4,0.16,0.84,1,6,0.24,0.76,1,rupture,default_rupture,Rupture
ddr-densho-1000-89,89,24,0.4821,0.0705,0.4304,0.1244,0.3,0.62,0.1,0.6,0.2362,0.4,0.7277,0.9125,0,0.0,1.0,0,23,0.9583,0.0417,1,rupture,injury_disrupted,Injury
ddr-densho-1000-9,11,25,0.5612,0.1005,0.3632,0.111,0.45,0.8,0.2,0.55,0.3088,0.6,0.5565,0.7145,1,0.04,0.96,1,21,0.84,0.16,1,rupture,politicizing_rupture,Distrust
ddr-densho-1000-91,92,10,0.605,0.2477,0.285,0.1796,0.2,0.95,0.1,0.7,0.315,0.55,0.5223,0.5878,1,0.1,0.9,1,6,0.6,0.4,1,rupture,politicizing_rupture,Distrust
ddr-densho-1000-92,92,25,0.6408,0.1853,0.3392,0.1877,0.35,0.95,0.1,0.9,0.3172,0.55,0.5013,0.5565,1,0.04,0.96,1,13,0.52,0.48,1,rupture,politicizing_rupture,Distrust
ddr-densho-1000-93,93,14,0.4679,0.0639,0.3786,0.1104,0.3,0.55,0.2,0.55,0.2357,0.55,0.7039,0.8385,1,0.0714,0.9286,1,14,1.0,0.0,1,rupture,injury,Injury
ddr-densho-1000-94,94,23,0.5022,0.0104,0.4717,0.0671,0.5,0.55,0.2,0.55,0.2348,0.35,0.6275,0.9662,0,0.0,1.0,0,17,0.7391,0.2609,1,rupture,default_rupture,Rupture
ddr-densho-1000-95,94,25,0.5,0.1061,0.492,0.1304,0.05,0.7,0.1,0.75,0.238,0.7,0.3218,0.7,1,0.04,0.96,1,3,0.12,0.88,1,rupture,default_rupture,Rupture
ddr-densho-1000-96,94,9,0.4833,0.0354,0.4444,0.0882,0.4,0.5,0.3,0.55,0.3111,0.55,0.5819,0.877,1,0.1111,0.8889,1,7,0.7778,0.2222,1,rupture,injury_disrupted,Injury
